name,owner,language,size,updated_on,created_on,scm
scala-aspectj-example,danblick,,3147,2012-06-24T19:00:45.962810+00:00,2008-12-12T01:25:14.749306+00:00,hg
Atreus_Trinity,Atreus,,3116,2012-06-24T19:01:47.734492+00:00,2008-12-12T03:19:00.642560+00:00,hg
master,Dmitry,,3088,2012-06-24T19:01:48.221753+00:00,2008-12-12T10:42:34.935812+00:00,hg
dec25,dtamez,,5816982,2012-06-24T19:01:51.852531+00:00,2008-12-12T17:28:50.510458+00:00,hg
hr,macacq,,228057,2012-06-24T19:01:59.127950+00:00,2008-12-12T20:57:13.010472+00:00,hg
pyla,vpetro,python,60461,2012-06-24T19:02:00.147727+00:00,2008-12-13T02:23:38.431322+00:00,hg
monologista,MiCHiLU,,32856,2012-06-24T19:02:00.726285+00:00,2008-12-13T02:25:59.768244+00:00,hg
readit,tmatsuo,,78790,2012-06-24T19:02:01.788413+00:00,2008-12-13T03:53:54.870283+00:00,hg
dotfiles,fujii,,15061,2012-06-24T19:02:02.270994+00:00,2008-12-13T04:12:04.612906+00:00,hg
python_bnp,gjenca,,24307,2012-07-24T16:31:37.293385+00:00,2008-12-13T12:11:31.989500+00:00,hg
renshuu,mmmumin1982,,8960,2012-06-24T19:02:03.146439+00:00,2008-12-13T12:25:54.600699+00:00,hg
niche-crawler,spiralhead,,22389,2012-06-24T19:02:04.072304+00:00,2008-12-13T17:06:30.765423+00:00,hg
niche-hawk,spiralhead,,1041483,2012-06-24T19:02:06.186384+00:00,2008-12-13T17:11:43.922568+00:00,hg
Docs Proofreading,grault,,10046884,2013-03-04T01:32:56.422356+00:00,2008-12-13T18:30:16.377894+00:00,hg
xronos-contrib-cpl,stefanrusek,,942426,2012-06-24T19:02:10.920417+00:00,2008-12-13T20:47:01.187620+00:00,hg
Lesson Learned,nurid,,5320,2012-06-24T19:02:12.767297+00:00,2008-12-13T23:25:58.349642+00:00,hg
pida-hacks,RonnyPfannschmidt,,5890998,2011-12-30T23:03:44.757926+00:00,2008-12-14T02:42:55.114570+00:00,hg
GaeMushUp,a2c,,1950569,2012-06-24T19:02:17.949224+00:00,2008-12-14T03:54:05.858259+00:00,hg
emacs.d,undees,,3742091,2013-08-30T00:50:15.037196+00:00,2008-12-14T06:13:29.396741+00:00,hg
arduino_osc,bjoern,,96338,2011-09-12T03:27:14.002354+00:00,2008-12-14T06:57:01.096994+00:00,hg
wiring_osc,bjoern,,12628,2012-06-24T19:02:29.881458+00:00,2008-12-14T08:10:53.081972+00:00,hg
tuentifox,mozillahispano,,4916433,2013-08-12T10:09:11.240710+00:00,2008-12-14T13:07:37.089252+00:00,hg
CodeHighlighter,Ahnfelt,,319449,2012-06-24T19:02:36.395474+00:00,2008-12-14T13:47:48.882818+00:00,hg
rabbitmq-server,essiene,,1444796,2011-10-04T14:53:15.585790+00:00,2008-12-14T16:42:57.705585+00:00,hg
openmemes,miracle2k,,14122,2012-06-24T19:02:39.327108+00:00,2008-12-14T18:02:42.316546+00:00,hg
catalyst_view_seamstress,metaperl,,15709,2012-06-24T19:02:43.508855+00:00,2008-12-14T21:55:27.471837+00:00,hg
Shelter,djfroofy,,5770,2012-06-24T19:02:44.138396+00:00,2008-12-15T00:41:42.164752+00:00,hg
jelix-jpu,doubleface,,2209869,2012-06-24T19:03:00.035324+00:00,2008-12-15T07:56:18.877616+00:00,hg
studentapp,max,,13658,2012-06-24T19:03:02.891863+00:00,2008-12-15T12:32:17.645646+00:00,hg
hg-vs-bzr-speedtest-unscientific,ArneBab,,32139,2012-06-24T19:03:03.837740+00:00,2008-12-15T15:29:53.822319+00:00,hg
HelenOS.hg,jermar,,16789018,2012-06-24T19:03:42.765544+00:00,2008-12-15T15:46:53.381039+00:00,hg
emacs,metaperl,,250385,2012-06-24T19:03:47.100828+00:00,2008-12-15T20:33:40.467024+00:00,hg
asciidoc-el,metaperl,,39038,2012-06-24T19:03:47.736018+00:00,2008-12-15T20:38:58.899829+00:00,hg
yawff,willdickson,,265532,2012-06-24T19:03:53.049812+00:00,2008-12-16T00:37:02.766373+00:00,hg
move-motor,willdickson,,57283,2012-06-24T19:03:53.692583+00:00,2008-12-16T01:12:20.431268+00:00,hg
neman,ksojat,,142641,2012-06-24T19:03:56.084304+00:00,2008-12-16T01:58:16.803676+00:00,hg
openautoclassifieds-1.4-STABLE,leow,,1514816,2012-06-24T19:03:58.180358+00:00,2008-12-16T02:39:00.949687+00:00,hg
openautoclassifieds-test,leow,,3148,2012-06-24T19:03:58.707496+00:00,2008-12-16T02:41:41.103144+00:00,hg
dingus,garybernhardt,,83250,2011-09-17T07:23:39.101125+00:00,2008-12-16T03:22:47.347165+00:00,hg
gpalign-cpp,larsyencken,c++,212959,2012-04-30T23:34:35.634745+00:00,2008-12-16T03:34:17.137212+00:00,hg
game,flamedragon3,,88725,2012-06-24T19:04:01.275247+00:00,2008-12-16T07:29:27.705573+00:00,hg
powerdot-lmunix,luisg_muniz,,3068,2012-06-24T19:04:01.841512+00:00,2008-12-16T07:41:10.051095+00:00,hg
Bcryptor,ares,,255438,2012-11-24T09:27:17.594407+00:00,2008-12-16T11:47:49.783577+00:00,hg
foobar-scripts,amitksaha,,58547,2012-06-24T19:04:02.483209+00:00,2008-12-16T12:14:53.116213+00:00,hg
lxrt-comedi,willdickson,,10247,2012-06-24T19:04:03.536879+00:00,2008-12-16T22:05:37.103280+00:00,hg
JNarrate,testingreflections,,96226228,2012-08-08T20:30:31.764495+00:00,2008-12-16T23:03:40.286556+00:00,hg
tmp,metaperl,,1250069,2012-06-24T19:04:04.337479+00:00,2008-12-16T23:05:21.407661+00:00,hg
primitive language,yoshihiro503,ocaml,28717,2012-03-19T01:57:37.045418+00:00,2008-12-17T14:47:35.817655+00:00,hg
hgsubversion.mq,gbooker,,2927,2012-06-24T19:04:17.772263+00:00,2008-12-17T17:24:51.735827+00:00,hg
Sample,mischachen,,3097,2012-06-24T19:04:18.220418+00:00,2008-12-17T17:26:51.230747+00:00,hg
semanticeditor,spookylukey,,748326,2014-04-29T08:50:05.869775+00:00,2008-12-17T18:25:09.825079+00:00,hg
Scripts,shearn89,,23834,2011-09-17T08:36:00.745378+00:00,2008-12-17T22:36:49.524299+00:00,hg
bfrog-rcfiles,bfrog,,85600,2012-06-24T19:04:24.116049+00:00,2008-12-17T22:49:45.548959+00:00,hg
filepick,mikeivanov,,11322,2012-06-24T19:04:29.332241+00:00,2008-12-18T00:40:53.399921+00:00,hg
my-trivia,tmatsuo,,223444,2012-06-24T19:04:49.124313+00:00,2008-12-18T04:12:06.178745+00:00,hg
